Candidate name,Candidate Age,Candidate Party,So/Wo/Do,Candidate Educations,Candidate A&L,Candidate Self Professions,Candidate Spouse Professions,Candidate Criminal Cases
SANGAR SHIVJI BUDHIYA ,"
 55
        ","
IND
 ","

Sangar Budhiya
        ","


5th Pass
 7th Pass from Bidra Panchayat Primary School
","1,27,37,915 ~1 Crore+ ",Self tdAgriculture,NA,0
SANGHANI SALMANKHAN MUSTAKBHAI ,"
 30
        ","
IND
 ","

Mustakbhai Jamalbhai Sanghani
        ","


5th Pass
 6th Pass From Adarsh Higher Secondary School, Savgadh Panpur Himatnagar In 2006
","10,61,500 ~10 Lacs+ ",Self tdDriving,No,0
SANGHANI SIKANDARBHAI MUSTAKBHAI ,"
 32
        ","
IND
 ","

Mustakbhai Jamalbhai Sanghani
        ","


5th Pass
 7th Pass From Shri Triveni Vidyalaya, Mehtapura Himatnagar In Year 2003
","5,08,800 ~5 Lacs+ ",Self tdDriving,Housewife,2
SANGITABEN MAHESHBHAI AHIRE ,"
 28
        ","
BSP
 ","

Maheshbhai Ahire
        ","


5th Pass
 7 Th Pass From Sardar School, Aahwa, Year-2010
","1,35,66,747 ~1 Crore+ ","Self tdFarming, Labour",NA,0
SANGITABEN RAJENDRA PATIL ,"
 46
        ","
BJP
 ","

Patil Rajendra Kumar Baburao
        ","


Graduate
 B.A. from Yashwantrao chauhan Maharashtra open university Nashik in 2018, 
","2,10,66,861 ~2 Crore+ ",Self tdSalary and other income,Broker & Other Source,0
SANJAY BHATASANA (PATEL) ,"
 31
        ","
AAP
 ","

Jayantilal Bhatasana
        ","


8th Pass
 9th Pass From M.P. Doshi School Tankara Year 2005
","2,38,95,239 ~2 Crore+ ",Self tdCeramic Trading (Shri Ram Marketing),Ceramic Trading,0
SANJAY MORI ,"
 35
        ","
AAP
 ","

Rameshbhai Mori
        ","


10th Pass
 11th Pass From Shri Ganesh School, Raghuvir Park Society V-2, Nikol Road, Ahmedabad, Year-2002-03
","2,14,39,734 ~2 Crore+ ",Self tdLabour Contractor,House Wife,1
SANJAY R. SHAH (PATVA) ,"
 54
        ","
INC
 ","

Rameshchandra Shah
        ","


8th Pass
 10th Fail From Naginbhai Ghelabhai Jhaveri Jain High School In Year 1983
","33,69,292 ~33 Lacs+ ",Self tdBusiness,Business,0
SANJAY SUKHABHAI KORADIA ,"
 50
        ","
BJP
 ","

Kushnadas Vallab Koradia  
        ","


12th Pass
 HSC (Class 12) From Javahar Vinay Mandir - Shahpur(Sourath), Year-1991
","18,40,72,178 ~18 Crore+ ",Self tdAgriculture & Business,Businessman,0
SANJAYBHAI DAHYABHAI PATEL ,"
 57
        ","
IND
 ","

Dahyabhai Patel
        ","


8th Pass
 9th Pass From Gujarat Primary Year 1979 Dhruv Education Ahmedabad Gujarat
","60,75,871 ~60 Lacs+ ",Self tdBusiness,Tuition ,10
SANJAYBHAI HARIBHAI PATEL ,"
 56
        ","
INC
 ","

Haribhai Patel
        ","


Others
 Diploma Civil Engineering From Government Polytechnic, Rajkot Year 1986
","21,49,16,806 ~21 Crore+ ","Self tdFarming, Animal Husbandry & Contractor",Housewife,0
SANJAYBHAI JESANGBHAI SOLANKI ,"
 55
        ","
INC
 ","

Jesangbhai Solanki
        ","


Graduate
 B.A. From J.M. Shah Arts &amp; Commerce College, Jambusar, Year-1991
","2,30,99,731 ~2 Crore+ ",Self tdIncome From Agriculture,Income From Animal Husbandry,0
SANJAYBHAI PARSOTTAMBHAI PARMAR ,"
 46
        ","
Rashtriya Samaj Paksha
 ","

Parsottambhai Naranbhai Parmar
        ","


12th Pass
 12th From Babasaheb Ambedkar Open University Gandhinagar in 2016
","1,10,000 ~1 Lacs+ ",Self tdBusiness,NA,0
SANJAYKUMAR GOVABHAI RABARI ,"
 37
        ","
INC
 ","

Govabhai Hamirabhai Rabari
        ","


Graduate
 B.Com Pass from Gujarat University in Year 2006
","6,71,34,988 ~6 Crore+ ",Self tdAgriculture & Business,Agriculture,0
SANJAYSINH VIJAYSINH MAHIDA ,"
 42
        ","
BJP
 ","

Vijaysinh Mahida 
        ","


10th Pass
 10th Pass Shree Saraswati School  Year-1998
","4,82,52,085 ~4 Crore+ ",Self tdBusiness,Clinic,0
SANJUBEN SOHANLAL REGAR ,"
 33
        ","
Jan Sewa Driver Party
 ","

Sohanlal Regar 
        ","


Graduate
 BA IGNOU Year 2017
","21,20,375 ~21 Lacs+ ",Self tdPrivate Job,Spouse ,1
SANJUBEN SOHANLAL REGAR ,"
 33
        ","
Jan Sewa Driver Party
 ","

Sohanlal Regar
        ","


Graduate
 B.A. from IGNOU The Indira Gandhi National Open University In 2017
","21,21,533 ~21 Lacs+ ",Self tdPrivate Job,Spouse ,1
SANKHAT SAVJIBHAI BHAGVANBHAI (KOLI SAVARAM SANKHAT) ,"
 52
        ","
Vyavastha Parivartan Party
 ","

Bhagwanbhai Sankhat
        ","


Literate
 4th Pass From Primary School Mota Pipalva Mahuva
","2,65,000 ~2 Lacs+ ",Self tdGeneral Store 15000 Per Month,NA,0
SARDARBHAI ,"
 58
        ","
BJP
 ","

Shamalbhai Chaudhary
        ","


Graduate Professional
 B.E. Civil From Sardar Patel University Vallabh Vidhyanagar Year 1987, HSC From GSEB Gandhinagar Year 1983, SSC From GSEB Gandhinagar 1981
","39,62,14,872 ~39 Crore+ ",Self tdEngineer Business Income/ Rent Income,Milk Selling Income/ Rent Income,0
SARFARAJ HUSENKHAN PATHAN ,"
 37
        ","
IND
 ","

Husenkha Pathan
        ","


8th Pass
 9th Pass From Anand High School, Anand
","1,69,000 ~1 Lacs+ ",Self tdFarming,NA,0
SARFRAJ RUSTAMBHAI KURESHI ,"
 28
        ","
IND
 ","

Rustambhai Kureshi
        ","


10th Pass
 10th pass Varori Madhyamik School, Diploma in Nephropathic BSS  
","4,06,000 ~4 Lacs+ ",Self tdMedical Practioner,Nil,0
SARFRAJHUSEN SABIRHUSEN ANSARI ,"
 42
        ","
IND
 ","

Sabirhusen Ansari
        ","


5th Pass
 7th Pass From Saraspur Urdu School Ahmedabad In Year 1993-94
","11,51,045 ~11 Lacs+ ",Self tdGarment Job,House Wife,1
SARTANBHAI VAKHATABHAI HADIYAL ,"
 50
        ","
IND
 ","

Vakhtabhai Hadiyal
        ","


10th Pass
 10th Pass From Janta Highschool Tharad Gujarat Secondary Education Board Gandhinagar Year 1990
","17,00,492 ~17 Lacs+ ",Self tdFarming,Nil,0
SARVAKAR HASUMATIBEN PARASHOTTAMBHAI ,"
 33
        ","
BSP
 ","

Parashottambhai Shankarbhai Sarvakar
        ","


Post Graduate
 BA, MSW, LLB, LLM From Shri Department of Law, HNGU Patan Year 2020
","23,88,000 ~23 Lacs+ ",Self tdLawyer,NA,0
SATASIYA KANTIBHAI SHAMBHUBHAI ,"
 54
        ","
AAP
 ","

Shambhubhai
        ","


8th Pass
 8th Pass From Adarsh Madhyamik Shala Tori in the Year 1982
","1,39,84,607 ~1 Crore+ ",Self tdBusiness,NA,0
SATISH HIRALAL SONI ,"
 33
        ","
Apni Janta Party
 ","

Hiralal Soni
        ","


12th Pass
 12th from Rajbharti Hindi High School
",[' Assets:Nil',Self tdBusiness,Not Applicable,0
SATISHKUMAR CHANDUBHAI TADVI ,"
 61
        ","
IND
 ","

Chandubhai Tadvi
        ","


Graduate
 B A Pass From Arts And Commerce College Sankheda
","1,35,36,742 ~1 Crore+ ",Self tdRetired,LIC Agent,0
SATROTIYA VINODBHAI BABUBHAI ,"
 53
        ","
IND
 ","

Babubhai Mahadhubhai
        ","


8th Pass
 10 Fail from Gujarat Secondary and Higher Secondary Education Board Gandhinagar in 2017
","50,000 ~50 Thou+ ",Self tdDaily 500/- Income,NA,0
SATTAR PINJARI ,"
 49
        ","
IND
 ","

Jumma Pinjari 
        ","


12th Pass
 12th Pass From Shikshan Mandal Pune Sachalit Arts And Commerce Junior Collage Varshi Taluka Shindhkheda  Dist Duliya Maharashtra Year-1998
","8,45,000 ~8 Lacs+ ",Self tdTempo Rentor,NA,0
SATVARA CHOHAN JAYESH LALJIBHAI PATRAKAR ,"
 47
        ","
Vyavastha Parivartan Party
 ","

Laljihai Bhikhahai Chauhan
        ","


5th Pass
 8th Incomplete from D.N.T High School Joravarnagar Year-1991
","74,500 ~74 Thou+ ",Self td25000/- Per Month from Newspaper Advertisements,NA,0
SATYAJITSINH DULEEPSINH GAEKWAD ,"
 60
        ","
INC
 ","

Dilipsingh  Gaikwad
        ","


Post Graduate
 M.Com from Maharaja Sayajirao University Vadodara in Year 2005, B.Com From Maharaja Sayajirao University Vadodara in Year 1988
","24,54,10,306 ~24 Crore+ ",Self tdAgriculture & Tourism,Agriculture & Tourism,3
SAYARABANU HAMID RANA ,"
 45
        ","
IND
 ","

Hamid Rana
        ","


8th Pass
 8th from M.S. High school Anklav  Dist. Borsad G. Anand
","16,912 ~16 Thou+ ",Self tdHousewife,Tour and Travels,0
SAYNABEN RUSTAMBHAI GAMIT ,"
 36
        ","
AAP
 ","

Rustambhai Gamit
        ","


12th Pass
 SYBA From Sheth P.T Womens College Arts And Home Science &amp; Shrimati Nathibai Damodar Thakarsi Damodar Womens University Mumbai Year April 2007
","3,43,333 ~3 Lacs+ ",Self tdFarming,Farming,0
SEDALIYA GIRISHKUMAR HIMMATLAL ,"
 50
        ","
AAP
 ","

Himatlal Sedaliya
        ","


10th Pass
 12th Fail From T.V Patel High School Vallabh Vidyanagar In Year-1992
","18,56,060 ~18 Lacs+ ",Self tdPost Commission Agent,Housewife,0
SEJALBEN KHUNT ,"
 37
        ","
AAP
 ","

Mansukhbhai Shambhubhai Khunt
        ","


Post Graduate
 MBA From SLPT MBA College, Amreli, Saurashtra University, Year-2009
","1,50,32,665 ~1 Crore+ ",Self tdIncome From Business Medical Store,Income From Medical Practice & Farming,0
SEJALBEN RAJIVKUMAR PANDYA ,"
 47
        ","
BJP
 ","

Rajivkumar Pandya 
        ","


Graduate
 B.A. from Bhavnagar University March 1996
","43,05,247 ~43 Lacs+ ",Self tdCoaching,Professional Consultancy,0
SELUKAR RAKESH SURESHBHAI ,"
 26
        ","
Jan Sangharsh Virat Party
 ","

Sureshbhai Selukar
        ","


Graduate
 B.com from Gujarat University 2017
","1,23,428 ~1 Lacs+ ",Self tdCredit Executive,Not Applicable,0
SENAMA MAHENDRABHAI SOMABHAI ,"
 50
        ","
IND
 ","

Somabhai
        ","


8th Pass
 9TH Pass From Technical Highschool Kadi
","20,73,508 ~20 Lacs+ ",Self tdPainter Work,Housewife,0
SENMA SHAILESHKUMAR BHIKHALAL (GIRISH RAVAT) ,"
 37
        ","
BSP
 ","

Senma Bhikhalal
        ","


12th Pass
 12th Pass Gujarat Madhyamik and Uttar Madhyamik Shiksha Board Gandhinagar
","3,33,463 ~3 Lacs+ ",Self tdPrivate Job,NA,0
SETA MAHOMADJUBED AYUBBHAI (JAKHAMI) ,"
 32
        ","
IND
 ","

Seta Aayubhai Abdulbhai
        ","


12th Pass
 12th Commerce Pass, From Shri T.J.Highschool Mehsana, Year-March 2008
","1,53,729 ~1 Lacs+ ",Self tdPrivate Service,Housewife,0
SEVAK JIGNESHKUMAR AMBALAL ,"
 47
        ","
BJP
 ","

Sewak Ambalal Bhurabhai
        ","


Graduate Professional
 LLB from Gujarat University in Year 2010, B.Sc from Gujarat University in Year 2000
","2,56,72,451 ~2 Crore+ ",Self tdAgriculture & Business,Agriculture & Business,0
SHABBIRBHAI ALARAKHBHAI MALEK (PINTUBHAI MALEK) ,"
 34
        ","
IND
 ","

Alarakhbhai Malek
        ","


8th Pass
 8th Pass Gujarat
","12,30,128 ~12 Lacs+ ",Self tdAnimal husbandry,Milk Dairy,1
SHABBIRHUSEN AAJAMBHAI MALEK ,"
 47
        ","
IND
 ","

Ajambhai Sadubhai Malek
        ","


12th Pass
 12th Pass From M.N. Highschool, Patan May 1998
","1,06,123 ~1 Lacs+ ",Self tdDriver & Vehicle Broker,Housewife,1
SHAH AIYUB ,"
 47
        ","
IND
 ","

Bismillah Aiyub
        ","


Illiterate
 Illiterate
","24,000 ~24 Thou+ ",Self tdRickshaw Driver,Housewife,0
SHAH ANKIT ,"
 39
        ","
Bharatiya Yuva Jan Ekta Party
 ","

Upendrabhai
        ","


Graduate
 B.A. (English) From Techno Global University, Shillong, Meghalaya, Year-2013
","14,53,525 ~14 Lacs+ ",Self tdIncome From Pvt. Consultancy,NA,0
SHAH FIROJ SUPADUBHAI ,"
 44
        ","
IND
 ","

Supdubhai Shah
        ","


5th Pass
 7th Pass School No 35, Urdu School, Piprala, Jalgaon Maharashtra 1993
","1,51,000 ~1 Lacs+ ",Self tdBusiness,NA,0
SHAH SAMIR SHAIKHLAL ,"
 35
        ","
IND
 ","

Shekhlal
        ","


5th Pass
 5th Pass
","20,000 ~20 Thou+ ",Self tdVegetable Selling,House Wife,0
SHAH UDAY NAVINBHAI ,"
 51
        ","
IND
 ","

Shah Navinbhai
        ","


Graduate
 B.Com. From Shri Somnath College, Saurashtra University, Year-2000
","3,50,21,001 ~3 Crore+ ",Self tdBusiness,House Wife,0
SHAH YATRIKBHAI HARISHBHAI ,"
 39
        ","
Rashtriya Hind Ekta Dal
 ","

Harishbhai Chandubhai
        ","


12th Pass
 12th Pass from Basundiwala Public High School Nadiad in Year 2001
","21,61,422 ~21 Lacs+ ",Self tdBusiness,NA,2
SHAHABUDIN JAINUDIN MALBARI ,"
 38
        ","
IND
 ","

Jainuddin Malbari
        ","


Literate
 4th Pass
","2,38,000 ~2 Lacs+ ",Self tdTwo Wheeler Sale - Purchase,Housewife,2
SHAHMADAR DAUDSHA RAHEMANSHA ,"
 50
        ","
IND
 ","

Fakir Rahemansha
        ","


8th Pass
 8th Pass from Raskilal Sheth Highschool in Year 1988
","5,15,841 ~5 Lacs+ ",Self tdDriving Work,Housewife,0
SHAIKH ARIF ,"
 48
        ","
IND
 ","

Ilmuddin
        ","


Graduate Professional
 LLB From Gujarat University, Year-2005
","5,10,000 ~5 Lacs+ ",Self tdAdvocate & Pension CRPF,House Wife,1
SHAIKH IQBAL HAMID ,"
 38
        ","
IND
 ","

Shekh Hamid
        ","


Illiterate
 Illiterate 
","2,98,000 ~2 Lacs+ ",Self tdJob,House wife,1
SHAIKH MOHAMMEDJAVED ILYAS ,"
 41
        ","
Loktantrik Samajwadi Party
 ","

Shaikh Ilyas
        ","


10th Pass
 10th Pass From Rakhiyal Urdu School, Rakhiyal Ahmedabad
","33,19,000 ~33 Lacs+ ",Self tdBusiness,NA,0
SHAIKH SALMAN ,"
 25
        ","
IND
 ","

Amirbhai Shaikh
        ","


5th Pass
 7th From  Nagar Primary Education Surat School In 2010
","30,000 ~30 Thou+ ",Self tdLabor,NA,0
SHAIKH SHAUKATALI ,"
 48
        ","
Jan Sewa Driver Party
 ","

Abdulkarim Shaikh
        ","


8th Pass
 9th Pass From Sun Flower School, Gujarat Board, Year-1992
","3,38,700 ~3 Lacs+ ",Self tdAuto Rikshaw Driver,Nil,0
SHAIKH SUBHAN ABUDULLA ,"
 59
        ","
SP
 ","

Abdullah Shaikh
        ","


Literate
 3rd Pass From Jilla Parishad School Palaskheda Village, Jamner Jalgaon Maharashtra In Year 1972
","80,000 ~80 Thou+ ",Self tdBusiness,Housewife,0
SHAIKH USMANBHAI IBRAHIMBHAI ,"
 46
        ","
IND
 ","

Ibrahimbhai
        ","


5th Pass
 7th Pass Asarwa School Omnagar Ahmedabad Year 1996
","13,31,000 ~13 Lacs+ ",Self tdLabour,House Wife,1
SHAIKH YUSUF ,"
 37
        ","
IND
 ","

Aiyub Shaikh
        ","


8th Pass
 9th Pass From Govt. High School Nava Nagar Limbayat, Surat In 2000
","22,000 ~22 Thou+ ",Self tdDriver,Housewife,0
SHAILESH MANUBHAI PARMAR ,"
 53
        ","
INC
 ","

Manharbhai Parmar 
        ","


Graduate Professional
 B.Ed from Hindi sahitya sammelan in 1998
","32,64,21,734 ~32 Crore+ ","Self tdAgriculture, Green Loan-Rent, Construction",Fashion Designer,2
SHAILESHBHAI BHABHOR ,"
 37
        ","
AAP
 ","

Kanubhai Bhabhor
        ","


Literate
 4th Pass in the Year 1994 From Nadhelav Patel Faliya Primary School
","88,11,894 ~88 Lacs+ ",Self tdFarmer,Nil,0
SHAILESHBHAI KANAIYALAL MEHTA (SHAILESH SOTTA) ,"
 62
        ","
BJP
 ","

Kanailal Mehta 
        ","


Others
 Diploma in Mechnical Engineering, M.S. University, Vadodara. Year-1981
","32,07,14,941 ~32 Crore+ ","Self tdPartner in Firm doing Real Estate Business, Rent/Lease of Property, Petrol Pump","Partner in Firm doing Real Estate Business, Rent/Lease of Property",1
SHAILESHBHAI KARSHANBHAI PARMAR ,"
 33
        ","
BSP
 ","

Karshanbhai
        ","


8th Pass
 8 Th Pass From Sheth Shree TP High School, Year-2005
","45,03,750 ~45 Lacs+ ",Self td40000,NA,0
SHAKILABANU MOYUSUF ANSARI ,"
 43
        ","
IND
 ","

Mohammad Yusuf Ansari
        ","


5th Pass
 6th Pass From Mun. School Intwada, Saraspur, Gujarat State Secondary &amp; Higher Secondary Education Board
","2,17,300 ~2 Lacs+ ",Self tdHouse Wife,Income From Photography,0
SHAMJIBHAI AMBABHAI DANGAR (KOLI) ,"
 57
        ","
Rashtriya Hind Ekta Dal
 ","

Ambabhai Dhanabhai Dangar
        ","


10th Pass
 10th Pass From Gujarat Secondary Education Board
","59,51,500 ~59 Lacs+ ",Self tdPension,House Wife,0
SHANKARBHAI LAGDHIRBHAI CHAUDHARY ,"
 52
        ","
BJP
 ","

Lagdhirbhai Bhagwanbhai  Chaudhary
        ","


Post Graduate
 MA From Dr. Ambedkar Open University Ahmedabad Year 2022
","13,06,04,700 ~13 Crore+ ","Self tdDividend From Shares, Agriculture Income, Interest On FDR","Agriculture Income, Milk Sale, Interest On FDR & Rent",0
SHANKARBHAI SAGARAMBHAI RABARI ,"
 45
        ","
Jan Sewa Driver Party
 ","

Sagrambhai Rabari
        ","


8th Pass
 10th Fail From Adarsh Nivasi Sala Kadi Mahesana Gujarat Board Year 1990
","23,16,000 ~23 Lacs+ ",Self tdAnimal Husbandry,Animal Husbandry,0
SHANTIBHAI HAJABHAI RATHOD ,"
 46
        ","
IND
 ","

Hajabhai Rathod
        ","


12th Pass
 12th Pass From Mehta N S Vinay Mandir Vav Gujarat State Secondary &amp; Higher Secondary Examination Board Year 1999
","30,34,456 ~30 Lacs+ ",Self tdFarming,Nil,0
SHANTILAL ASARI ,"
 41
        ","
IND
 ","

Amarabhai Ansari 
        ","


12th Pass
 HSC Pass From Pragati Vidyalaya Gujarat Board Year-2000
","11,92,000 ~11 Lacs+ ",Self tdAgriculture  ,House Wife,0
SHANTILAL KIDECHA ,"
 46
        ","
Rashtriya Samaj Dal (R)
 ","

Dhanabhai Kidecha
        ","


8th Pass
 10th Fail
","10,30,000 ~10 Lacs+ ",Self tdLabor,NA,0
SHARMA BRIJESHKUMAR UJAGARLAL ,"
 42
        ","
IND
 ","

Ujagarlal Ravilal Sharma
        ","


Graduate
 B.A. Gujarat University Year 2002
","1,21,200 ~1 Lacs+ ",Self tdLabour,Sewing Work,0
SHARMA DEEPAKKUMAR VASUDEV ,"
 27
        ","
National Maha Sabha Party
 ","

Vasudev Somai
        ","


10th Pass
 10th Pass From Purnima Hindi High School, Year-2010
","15,42,890 ~15 Lacs+ ",Self tdIncome From Furniture Contractor,House Wife,0
SHASHANK RAJESH KHARE ,"
 35
        ","
AAP
 ","

Rajesh Rameshwarprasad
        ","


12th Pass
 B.Com From Shrikodinar Arts And Commerce Collage, Kodinar in Saurashtra University, Rajkot. Year 2010
","34,60,185 ~34 Lacs+ ",Self tdJob in Maruti Salt Works,Housewife,3
SHASHIKANT KARSHANBHAI RAVAT ,"
 42
        ","
IND
 ","

KARSHANBHAI RAVAT
        ","


8th Pass
 10th Fail From Shri Yogeshwar Kelvani Mandal Aadri Year 1993
","23,81,777 ~23 Lacs+ ",Self tdMistri Work,NA,0
SHAUKATALI ABDAL ,"
 57
        ","
BSP
 ","

Ismail Abdal
        ","


Literate
 3rd Pass Dharajbhai Primary School No 6 Dabhoi
","3,70,000 ~3 Lacs+ ",Self tdSmall Business & Driving,Housewife,0
SHEHANAZBIBI KHALIDBHAI SHEKH ,"
 40
        ","
IND
 ","

Khalidbhai Shekh
        ","


8th Pass
 8th Pass Nanavadi Secondary School Surat 1995
","4,36,000 ~4 Lacs+ ",Self tdPress Reporter,Labour,0
SHEKH IRSHADMAHAMMAD NAJIRMOHAMMAD ,"
 28
        ","
IND
 ","

Najirmohammad Shekh
        ","


Graduate Professional
 B.Sc. B.Ed from Sardar Patel University in Year 2021
","50,000 ~50 Thou+ ",Self tdTeacher Salary,NA,0
SHEKH SHERU ,"
 34
        ","
IND
 ","

Mohamadmurtuja
        ","


Illiterate
 Illiterate
","1,44,500 ~1 Lacs+ ",Self tdLabor,NA,1
SHEKH YUNUSBHAI MOHAMEDZAKARIYA ,"
 45
        ","
CPI
 ","

Shekh Mohamedjkria
        ","


12th Pass
 12th from High School in 1994
","31,000 ~31 Thou+ ",Self tdDriving (108000),Not Applicable,0
SHIVABHAI AMARABHAI BHURIYA ,"
 69
        ","
INC
 ","

Amarabhai Panabhai Bhuriya
        ","


Literate
 2nd From Prathamik School, Vatmajuna.Year-1962
","91,78,524 ~91 Lacs+ ","Self tdFarming, Social Work And MLA Salary",Housewife,0
SHIVABHAI BABABHAI VAGHELA ,"
 60
        ","
IND
 ","

Bababhai Mangabhai Vaghela
        ","


10th Pass
 11th Pass from Nutan School Ahmedabad
","26,15,709 ~26 Lacs+ ",Self tdRetd.,Not Applicable,0
SHIVANANDJI SARSWATI GURUSHREE MADHVANANDJI ,"
 36
        ","
Gujarat Nav Nirman Sena
 ","

Gurushri Madhavanandji
        ","


12th Pass
 12th Pass From Shri Bhogilal Dolatchand Sarvajanik Vidyalay Patan 2001
","31,000 ~31 Thou+ ",Self tdMonk,NA,9
SHIVLAL BARASIA ,"
 61
        ","
AAP
 ","

Laxmanbhai Patel
        ","


12th Pass
 Higher Secondary Certificate (12th) Passed From Shri S.V., Virani Multipurpose High School, Rajkot In the Year 1982
","8,44,12,790 ~8 Crore+ ",Self tdBusiness Income,Business Income,0
SHRIMALI ASHOKBHAI BALCHANDBHAI ,"
 53
        ","
IND
 ","

Shrimali Balchandbhai
        ","


10th Pass
 SSC Pass From Sarvniketan School, Chadotar, Year - 1988
","8,70,560 ~8 Lacs+ ",Self tdLabor,Housewife ,0
SHRIMALI MRUGESHKUMAR AMRUTBHAI ,"
 29
        ","
IND
 ","

Shrimali Amrutbhai Kanjibhai 
        ","


Graduate
 B.Com  From Gujarat University. Year-2016
","1,36,826 ~1 Lacs+ ",Self tdLabour,Housewife,0
SHWETABEN BUDHABHAI VAGHELA ,"
 40
        ","
IND
 ","

Budhabhai Madhabhai Vaghela
        ","


Literate
 4th Nagar Prathmik Shiksha Samiti  ahmedabad
","2,25,313 ~2 Lacs+ ",Self tdPrivate Job,Private Job,0
SIDDHARAJSINH VAJUBHA ZALA ,"
 31
        ","
Jan Sewa Driver Party
 ","

Vajubha Zala 
        ","


12th Pass
 12th from  Shri Umeshwari Sarwavidhyalaya Chadasana Becharaji Mahesana, Gujarat Board In Year 2008 
","3,74,108 ~3 Lacs+ ",Self tdDriving ,Farmer,0
SIDDHARTH JOSEPH MACWAN ,"
 45
        ","
IND
 ","

Joseph Macwan
        ","


Post Graduate
 MBA From Madurai Kamaraj University In Year 2011, M A  from S. P. University, B. Ph. D. Veer Narmad University
","74,20,000 ~74 Lacs+ ",Self ,No,0
SINDHA RAJENDRASINH MAHOBATSINH (BAPU) ,"
 44
        ","
IND
 ","

Mahobatsinh Sindha
        ","


10th Pass
 10th Pass from Satyanarayan Vidyalaya Vadodara 
","34,25,500 ~34 Lacs+ ",Self tdSecurity Agency,NA,0
SINDHAV PARSOTAMBHAI GORABHAI ,"
 61
        ","
IND
 ","

Sindhav Gorabhai Rupabhai
        ","


5th Pass
 6th Pass
","26,00,000 ~26 Lacs+ ",Self tdLabour Work,House Wife,0
SIRAJ AMIRALI POPATIYA ,"
 33
        ","
IND
 ","

Amirji Popatiya
        ","


10th Pass
 10th Pass from Chintan School, Morbi-2 in Year 2002
","46,56,800 ~46 Lacs+ ",Self tdRaw Material Supply,Housewife,0
SIRAJBHAI ABABHAI KHEBHAR ,"
 37
        ","
IND
 ","

ABABHAI KHEBHAR
        ","


12th Pass
 Gujarat Secondary and Higher Secondary Education Board Gandhi Nagar Dhoran Year 10 March 2014 V V Dallaxi Near Vinay Mandir School
","50,000 ~50 Thou+ ",Self td90000/-,NA,0
SIRAJKHAN PATHAN ,"
 40
        ","
IND
 ","

Hoshiarkhan Pathan
        ","


Illiterate
 Illiterate
","19,000 ~19 Thou+ ",Self tdRickshaw Driving,NA,0
SNEHAL GANPATBHAI VAGHELA ,"
 36
        ","
IND
 ","

Ganpatbhai Waghela
        ","


Post Graduate
 Master of Journalism From HNGU,Patan Year-2008
","26,40,000 ~26 Lacs+ ",Self tdPrivate Service,NA,0
SNEHALKUMAR RAMSING VASAVA ,"
 27
        ","
AAP
 ","

Ramsingh Bhai Vasava
        ","


12th Pass
 12th Pass from N.D. Desai Public High School Vankal In 2010
","19,61,808 ~19 Lacs+ ",Self tdTransportation ,NA,0
SOJITRA HITESHBHAI GOBARBHAI ,"
 55
        ","
Rashtriya Hind Ekta Dal
 ","

Sojitrabhai Gobarbhai Virjibhai
        ","


10th Pass
 10th SSC From School  G.P.B.Muncipal Highschool,Dhari , Year-July 1983
","82,54,500 ~82 Lacs+ ",Self tdFarming & Business,Housewife,0
SOLANKI ARVINDBHAI NATHABHAI ,"
 39
        ","
Rashtriya Hind Ekta Dal
 ","

Nathabhai Solanki
        ","


Graduate
 B.A. in 2005 from T.D. Arts College 
","25,92,500 ~25 Lacs+ ",Self tdDaily Wages,Nil,0
